seed	subsample_n	icc_supra	icc_sub	msbtwn_supra	msbtwn_sub	mswthn_supra	mswthn_sub
2387	25	0.077	0.156	0.054	0.13	0.725	0.883
2387	75	0.375	0.348	0.386	0.465	0.642	0.822
2387	125	0.274	0.255	0.245	0.306	0.642	0.851
2387	175	0.354	0.307	0.362	0.451	0.669	0.916
2387	225	0.337	0.275	0.31	0.336	0.633	0.882
2387	275	0.294	0.282	0.29	0.394	0.717	0.972
2387	325	0.333	0.309	0.332	0.444	0.676	0.907
2387	375	0.376	0.326	0.354	0.462	0.607	0.862
2387	425	0.322	0.291	0.313	0.412	0.67	0.904
2387	475	0.376	0.331	0.349	0.476	0.582	0.822
2387	525	0.363	0.32	0.376	0.484	0.68	0.908
7529	25	0.328	0.269	0.273	0.273	0.59	0.831
7529	75	0.407	0.336	0.359	0.403	0.57	0.84
7529	125	0.344	0.312	0.326	0.422	0.65	0.919
7529	175	0.417	0.369	0.412	0.497	0.581	0.792
7529	225	0.317	0.286	0.365	0.447	0.8	1.078
7529	275	0.301	0.298	0.3	0.44	0.698	0.932
7529	325	0.31	0.283	0.335	0.423	0.771	1.014
7529	375	0.367	0.313	0.356	0.446	0.633	0.89
7529	425	0.357	0.304	0.313	0.393	0.583	0.789
7529	475	0.33	0.296	0.326	0.443	0.67	0.903
7529	525	0.363	0.323	0.345	0.453	0.609	0.856
7454	25	0.398	0.335	0.367	0.355	0.583	0.908
7454	75	0.443	0.352	0.342	0.347	0.452	0.622
7454	125	0.433	0.357	0.457	0.486	0.606	0.886
7454	175	0.368	0.32	0.384	0.443	0.688	0.912
7454	225	0.257	0.249	0.244	0.339	0.735	0.991
7454	275	0.321	0.305	0.32	0.434	0.658	0.911
7454	325	0.339	0.298	0.386	0.466	0.767	1.069
7454	375	0.299	0.283	0.289	0.392	0.687	0.937
7454	425	0.344	0.306	0.359	0.432	0.691	0.905
7454	475	0.36	0.319	0.342	0.433	0.63	0.867
7454	525	0.319	0.294	0.313	0.412	0.686	0.931
2864	25	0.095	0.115	0.097	0.151	0.945	1.322
2864	75	0.377	0.346	0.399	0.474	0.681	0.864
2864	125	0.364	0.281	0.331	0.351	0.588	0.824
2864	175	0.292	0.274	0.316	0.381	0.781	1.034
2864	225	0.411	0.367	0.44	0.549	0.64	0.897
2864	275	0.321	0.286	0.29	0.384	0.625	0.855
2864	325	0.371	0.332	0.394	0.525	0.657	0.942
2864	375	0.377	0.32	0.405	0.486	0.67	0.927
2864	425	0.37	0.315	0.357	0.438	0.63	0.879
2864	475	0.37	0.324	0.431	0.521	0.739	1.038
2864	525	0.317	0.284	0.326	0.421	0.709	0.981
6440	25	0.377	0.369	0.341	0.467	0.599	0.824
6440	75	0.314	0.302	0.269	0.363	0.616	0.823
6440	125	0.422	0.325	0.396	0.434	0.573	0.853
6440	175	0.319	0.306	0.32	0.419	0.701	0.955
6440	225	0.377	0.34	0.38	0.48	0.663	0.887
6440	275	0.321	0.294	0.322	0.403	0.685	0.944
6440	325	0.387	0.345	0.38	0.478	0.62	0.845
6440	375	0.363	0.308	0.347	0.403	0.617	0.863
6440	425	0.336	0.296	0.334	0.417	0.668	0.924
6440	475	0.377	0.334	0.409	0.519	0.684	0.947
6440	525	0.355	0.318	0.346	0.443	0.644	0.885
5731	25	0.396	0.324	0.343	0.332	0.537	0.73
5731	75	0.305	0.287	0.319	0.373	0.768	1.03
5731	125	0.307	0.286	0.295	0.366	0.69	0.875
5731	175	0.27	0.284	0.247	0.367	0.677	0.862
5731	225	0.369	0.324	0.395	0.469	0.678	0.901
5731	275	0.346	0.303	0.33	0.411	0.647	0.918
5731	325	0.397	0.339	0.405	0.503	0.629	0.872
5731	375	0.368	0.312	0.34	0.436	0.593	0.849
5731	425	0.382	0.34	0.418	0.562	0.685	0.93
5731	475	0.301	0.276	0.295	0.409	0.698	0.957
5731	525	0.309	0.284	0.304	0.413	0.675	0.919
7103	25	0.494	0.41	0.497	0.529	0.514	0.78
7103	75	0.308	0.3	0.273	0.358	0.605	0.826
7103	125	0.35	0.328	0.372	0.481	0.695	0.921
7103	175	0.352	0.31	0.365	0.483	0.684	0.925
7103	225	0.294	0.272	0.316	0.429	0.757	1.022
7103	275	0.328	0.299	0.351	0.46	0.724	0.99
7103	325	0.347	0.315	0.359	0.451	0.684	0.893
7103	375	0.385	0.326	0.374	0.487	0.602	0.846
7103	425	0.355	0.305	0.371	0.438	0.684	0.927
7103	475	0.338	0.291	0.347	0.441	0.688	0.982
7103	525	0.346	0.316	0.33	0.443	0.625	0.863
8305	25	0.348	0.316	0.257	0.31	0.558	0.755
8305	75	0.342	0.291	0.331	0.36	0.681	0.919
8305	125	0.375	0.337	0.41	0.524	0.704	1.003
8305	175	0.386	0.345	0.391	0.498	0.625	0.831
8305	225	0.317	0.305	0.3	0.43	0.652	0.859
8305	275	0.321	0.278	0.288	0.361	0.641	0.915
8305	325	0.312	0.303	0.289	0.403	0.643	0.854
8305	375	0.348	0.296	0.346	0.425	0.678	0.969
8305	425	0.323	0.294	0.346	0.445	0.725	0.998
8305	475	0.351	0.306	0.339	0.438	0.642	0.896
8305	525	0.332	0.301	0.328	0.43	0.662	0.912
1802	25	0.398	0.331	0.42	0.406	0.675	0.957
1802	75	0.203	0.191	0.217	0.261	0.899	1.239
1802	125	0.266	0.242	0.234	0.297	0.679	0.939
1802	175	0.346	0.295	0.343	0.378	0.664	0.919
1802	225	0.371	0.314	0.365	0.427	0.618	0.88
1802	275	0.312	0.29	0.309	0.406	0.693	0.932
1802	325	0.33	0.307	0.33	0.435	0.665	0.905
1802	375	0.333	0.295	0.312	0.419	0.641	0.884
1802	425	0.312	0.275	0.328	0.421	0.742	1.017
1802	475	0.338	0.295	0.35	0.446	0.696	0.97
1802	525	0.358	0.319	0.351	0.458	0.648	0.88
8732	25	0.545	0.427	0.372	0.372	0.336	0.541
8732	75	0.335	0.318	0.296	0.387	0.598	0.857
8732	125	0.367	0.342	0.381	0.466	0.67	0.893
8732	175	0.395	0.338	0.437	0.514	0.692	1.002
8732	225	0.337	0.296	0.357	0.463	0.724	0.981
8732	275	0.327	0.289	0.356	0.439	0.767	1.106
8732	325	0.339	0.303	0.351	0.43	0.724	0.973
8732	375	0.36	0.314	0.364	0.466	0.657	0.906
8732	425	0.294	0.28	0.315	0.433	0.755	0.989
8732	475	0.347	0.314	0.335	0.44	0.644	0.879
8732	525	0.32	0.287	0.343	0.433	0.737	1.022
1988	25	0.376	0.351	0.294	0.331	0.499	0.623
1988	75	0.36	0.36	0.303	0.368	0.554	0.728
1988	125	0.328	0.293	0.315	0.368	0.656	0.885
1988	175	0.324	0.306	0.325	0.413	0.708	0.944
1988	225	0.29	0.273	0.299	0.379	0.733	0.979
1988	275	0.34	0.302	0.343	0.437	0.691	0.951
1988	325	0.339	0.312	0.334	0.452	0.656	0.897
1988	375	0.315	0.301	0.287	0.402	0.636	0.852
1988	425	0.322	0.307	0.295	0.423	0.636	0.865
1988	475	0.36	0.319	0.342	0.438	0.619	0.844
1988	525	0.349	0.311	0.385	0.49	0.717	0.979
1314	25	0.244	0.233	0.208	0.232	0.72	0.931
1314	75	0.315	0.288	0.314	0.382	0.731	0.969
1314	125	0.357	0.316	0.375	0.477	0.678	0.908
1314	175	0.348	0.31	0.384	0.466	0.723	0.952
1314	225	0.287	0.268	0.324	0.424	0.813	1.067
1314	275	0.351	0.321	0.347	0.478	0.648	0.899
1314	325	0.315	0.283	0.297	0.382	0.66	0.903
1314	375	0.406	0.352	0.396	0.489	0.58	0.828
1314	425	0.335	0.3	0.336	0.441	0.674	0.918
1314	475	0.372	0.335	0.368	0.49	0.639	0.885
1314	525	0.3	0.277	0.315	0.418	0.732	0.991
7471	25	0.515	0.435	0.515	0.563	0.5	0.685
7471	75	0.291	0.275	0.306	0.342	0.77	1.01
7471	125	0.335	0.309	0.392	0.456	0.767	1.006
7471	175	0.396	0.345	0.363	0.466	0.56	0.793
7471	225	0.28	0.26	0.258	0.326	0.694	0.919
7471	275	0.369	0.327	0.373	0.479	0.657	0.893
7471	325	0.313	0.266	0.295	0.374	0.659	0.931
7471	375	0.314	0.273	0.336	0.394	0.749	1.0
7471	425	0.361	0.332	0.392	0.521	0.693	0.913
7471	475	0.298	0.264	0.286	0.38	0.683	0.939
7471	525	0.343	0.307	0.37	0.477	0.723	0.967
4316	25	0.434	0.394	0.38	0.406	0.511	0.684
4316	75	0.378	0.294	0.332	0.336	0.594	0.874
4316	125	0.36	0.306	0.309	0.391	0.572	0.817
4316	175	0.303	0.283	0.309	0.399	0.748	0.963
4316	225	0.347	0.304	0.312	0.375	0.609	0.84
4316	275	0.36	0.316	0.358	0.488	0.651	0.917
4316	325	0.368	0.314	0.378	0.456	0.661	0.911
4316	375	0.337	0.293	0.358	0.427	0.71	0.983
4316	425	0.345	0.301	0.319	0.418	0.626	0.865
4316	475	0.334	0.299	0.326	0.426	0.659	0.905
4316	525	0.345	0.311	0.352	0.467	0.666	0.917
785	25	0.288	0.233	0.385	0.402	0.987	1.354
785	75	0.355	0.298	0.342	0.378	0.654	0.913
785	125	0.361	0.313	0.344	0.43	0.623	0.859
785	175	0.362	0.317	0.35	0.453	0.636	0.915
785	225	0.393	0.348	0.39	0.491	0.606	0.854
785	275	0.306	0.266	0.289	0.362	0.671	0.946
785	325	0.332	0.297	0.303	0.405	0.625	0.886
785	375	0.341	0.301	0.332	0.406	0.659	0.931
785	425	0.339	0.305	0.353	0.451	0.697	0.951
785	475	0.327	0.287	0.331	0.415	0.687	0.937
785	525	0.35	0.311	0.334	0.454	0.634	0.874
3351	25	0.516	0.392	0.6	0.588	0.593	0.859
3351	75	0.415	0.364	0.426	0.513	0.626	0.84
3351	125	0.39	0.363	0.376	0.459	0.6	0.788
3351	175	0.342	0.31	0.338	0.418	0.647	0.856
3351	225	0.394	0.346	0.38	0.485	0.605	0.871
3351	275	0.368	0.328	0.375	0.482	0.666	0.914
3351	325	0.374	0.328	0.372	0.478	0.631	0.879
3351	375	0.348	0.307	0.365	0.475	0.68	0.94
3351	425	0.359	0.319	0.349	0.446	0.638	0.876
3351	475	0.311	0.306	0.309	0.459	0.687	0.873
3351	525	0.349	0.317	0.376	0.5	0.717	0.982
5495	25	0.567	0.533	0.617	0.744	0.497	0.654
5495	75	0.348	0.3	0.297	0.351	0.56	0.822
5495	125	0.411	0.36	0.425	0.522	0.617	0.849
5495	175	0.372	0.329	0.368	0.49	0.65	0.873
5495	225	0.345	0.304	0.391	0.457	0.757	1.008
5495	275	0.379	0.344	0.374	0.495	0.619	0.841
5495	325	0.343	0.311	0.346	0.466	0.664	0.904
5495	375	0.367	0.314	0.356	0.437	0.621	0.867
5495	425	0.331	0.313	0.33	0.467	0.676	0.887
5495	475	0.314	0.294	0.324	0.441	0.715	0.974
5495	525	0.315	0.282	0.306	0.407	0.667	0.917
3764	25	0.359	0.316	0.632	0.648	1.186	1.598
3764	75	0.309	0.253	0.28	0.293	0.661	0.911
3764	125	0.277	0.24	0.226	0.254	0.628	0.876
3764	175	0.395	0.314	0.395	0.436	0.651	0.947
3764	225	0.344	0.306	0.345	0.444	0.674	0.916
3764	275	0.292	0.271	0.298	0.39	0.739	0.973
3764	325	0.327	0.296	0.344	0.436	0.703	0.952
3764	375	0.316	0.287	0.297	0.399	0.642	0.889
3764	425	0.37	0.309	0.369	0.455	0.642	0.89
3764	475	0.35	0.31	0.325	0.428	0.605	0.845
3764	525	0.306	0.283	0.304	0.423	0.72	0.986
5070	25	0.299	0.315	0.314	0.388	0.796	0.986
5070	75	0.362	0.305	0.339	0.325	0.617	0.86
5070	125	0.436	0.359	0.373	0.431	0.495	0.729
5070	175	0.352	0.32	0.358	0.449	0.676	0.9
5070	225	0.336	0.323	0.315	0.445	0.631	0.835
5070	275	0.356	0.317	0.322	0.414	0.587	0.823
5070	325	0.377	0.319	0.37	0.441	0.62	0.891
5070	375	0.357	0.296	0.352	0.409	0.64	0.912
5070	425	0.367	0.322	0.419	0.505	0.725	1.005
5070	475	0.345	0.304	0.324	0.408	0.621	0.838
5070	525	0.352	0.305	0.352	0.453	0.653	0.914
3341	25	0.342	0.314	0.263	0.338	0.525	0.754
3341	75	0.346	0.281	0.333	0.337	0.672	0.947
3341	125	0.385	0.33	0.375	0.452	0.617	0.821
3341	175	0.312	0.3	0.329	0.47	0.731	0.931
3341	225	0.326	0.291	0.318	0.39	0.659	0.894
3341	275	0.322	0.293	0.329	0.434	0.713	0.965
3341	325	0.385	0.324	0.413	0.478	0.67	0.938
3341	375	0.366	0.33	0.4	0.535	0.683	0.926
3341	425	0.35	0.322	0.361	0.487	0.676	0.911
3341	475	0.327	0.285	0.334	0.406	0.709	0.977
3341	525	0.356	0.322	0.336	0.456	0.613	0.847
2924	25	0.168	0.161	0.211	0.216	1.13	1.431
2924	75	0.341	0.287	0.392	0.409	0.764	1.101
2924	125	0.363	0.285	0.38	0.407	0.691	1.03
2924	175	0.382	0.319	0.418	0.483	0.725	0.993
2924	225	0.354	0.311	0.341	0.429	0.639	0.903
2924	275	0.34	0.294	0.338	0.409	0.68	0.925
2924	325	0.341	0.298	0.351	0.443	0.693	0.931
2924	375	0.279	0.253	0.286	0.383	0.746	1.014
2924	425	0.344	0.311	0.36	0.444	0.711	0.968
2924	475	0.381	0.329	0.413	0.516	0.684	0.95
2924	525	0.351	0.303	0.37	0.445	0.693	0.952
2308	25	0.437	0.4	0.516	0.663	0.672	0.926
2308	75	0.448	0.418	0.483	0.607	0.605	0.811
2308	125	0.311	0.315	0.261	0.384	0.593	0.823
2308	175	0.344	0.308	0.361	0.432	0.712	0.958
2308	225	0.307	0.298	0.29	0.408	0.654	0.902
2308	275	0.312	0.296	0.329	0.453	0.732	0.966
2308	325	0.291	0.262	0.318	0.384	0.778	1.043
2308	375	0.349	0.328	0.399	0.527	0.76	1.016
2308	425	0.366	0.316	0.384	0.459	0.674	0.949
2308	475	0.311	0.288	0.319	0.425	0.709	0.95
2308	525	0.344	0.292	0.335	0.408	0.654	0.926
3090	25	0.38	0.24	0.288	0.232	0.484	0.73
3090	75	0.481	0.388	0.436	0.497	0.479	0.718
3090	125	0.388	0.318	0.33	0.402	0.552	0.786
3090	175	0.345	0.302	0.395	0.462	0.762	1.058
3090	225	0.344	0.307	0.356	0.442	0.698	0.939
3090	275	0.348	0.299	0.326	0.386	0.614	0.853
3090	325	0.329	0.291	0.332	0.415	0.693	0.922
3090	375	0.36	0.315	0.378	0.475	0.676	0.968
3090	425	0.328	0.301	0.355	0.466	0.732	0.996
3090	475	0.338	0.299	0.337	0.434	0.699	0.97
3090	525	0.339	0.308	0.342	0.47	0.671	0.932
5686	25	0.563	0.443	0.532	0.464	0.397	0.599
5686	75	0.346	0.332	0.323	0.416	0.631	0.872
5686	125	0.352	0.325	0.465	0.552	0.878	1.146
5686	175	0.345	0.318	0.326	0.435	0.643	0.843
5686	225	0.386	0.333	0.366	0.423	0.594	0.812
5686	275	0.294	0.275	0.299	0.416	0.719	0.98
5686	325	0.346	0.3	0.326	0.402	0.642	0.889
5686	375	0.311	0.269	0.34	0.402	0.769	1.04
5686	425	0.378	0.332	0.402	0.484	0.66	0.907
5686	475	0.352	0.321	0.356	0.465	0.661	0.897
5686	525	0.314	0.289	0.316	0.433	0.687	0.946
6064	25	0.349	0.336	0.265	0.352	0.555	0.767
6064	75	0.385	0.328	0.388	0.442	0.651	0.857
6064	125	0.366	0.286	0.317	0.376	0.577	0.837
6064	175	0.425	0.365	0.481	0.572	0.656	0.964
6064	225	0.391	0.319	0.367	0.439	0.58	0.836
6064	275	0.363	0.326	0.377	0.49	0.663	0.907
6064	325	0.301	0.283	0.324	0.416	0.761	1.009
6064	375	0.349	0.309	0.364	0.441	0.687	0.951
6064	425	0.352	0.308	0.372	0.483	0.688	0.946
6064	475	0.364	0.326	0.346	0.453	0.616	0.853
6064	525	0.343	0.299	0.324	0.417	0.631	0.862
6713	25	0.386	0.283	0.221	0.194	0.373	0.519
6713	75	0.33	0.317	0.284	0.377	0.594	0.823
6713	125	0.308	0.282	0.268	0.362	0.631	0.825
6713	175	0.35	0.291	0.33	0.384	0.639	0.953
6713	225	0.369	0.33	0.383	0.491	0.666	0.927
6713	275	0.35	0.312	0.323	0.436	0.603	0.821
6713	325	0.326	0.287	0.31	0.397	0.643	0.891
6713	375	0.359	0.305	0.34	0.428	0.61	0.847
6713	425	0.37	0.322	0.383	0.484	0.659	0.904
6713	475	0.346	0.306	0.351	0.437	0.669	0.927
6713	525	0.361	0.328	0.375	0.498	0.669	0.911
3455	25	0.278	0.331	0.328	0.493	0.859	1.002
3455	75	0.321	0.258	0.377	0.353	0.815	1.067
3455	125	0.3	0.256	0.343	0.388	0.817	1.12
3455	175	0.393	0.338	0.393	0.487	0.628	0.858
3455	225	0.37	0.313	0.35	0.441	0.609	0.875
3455	275	0.389	0.329	0.383	0.446	0.612	0.89
3455	325	0.371	0.323	0.371	0.478	0.638	0.872
3455	375	0.35	0.301	0.377	0.45	0.709	0.999
3455	425	0.343	0.307	0.337	0.436	0.648	0.889
3455	475	0.343	0.298	0.359	0.441	0.695	0.939
3455	525	0.333	0.293	0.337	0.43	0.691	0.952
6604	25	0.34	0.345	0.28	0.368	0.555	0.722
6604	75	0.311	0.324	0.298	0.452	0.657	0.846
6604	125	0.362	0.335	0.344	0.452	0.621	0.847
6604	175	0.395	0.347	0.436	0.523	0.691	0.959
6604	225	0.327	0.295	0.315	0.412	0.67	0.923
6604	275	0.334	0.278	0.309	0.377	0.618	0.862
6604	325	0.351	0.305	0.38	0.484	0.706	0.993
6604	375	0.313	0.293	0.315	0.412	0.705	0.923
6604	425	0.323	0.298	0.332	0.444	0.703	0.944
6604	475	0.324	0.286	0.323	0.42	0.688	0.944
6604	525	0.364	0.33	0.398	0.533	0.703	0.965
7555	25	0.349	0.278	0.288	0.268	0.55	0.737
7555	75	0.3	0.282	0.297	0.37	0.73	0.978
7555	125	0.4	0.352	0.342	0.435	0.535	0.748
7555	175	0.332	0.301	0.33	0.426	0.66	0.907
7555	225	0.389	0.327	0.469	0.497	0.731	1.013
7555	275	0.369	0.315	0.383	0.488	0.688	0.974
7555	325	0.285	0.259	0.266	0.342	0.691	0.934
7555	375	0.391	0.312	0.376	0.443	0.608	0.85
7555	425	0.358	0.319	0.356	0.444	0.641	0.883
7555	475	0.322	0.293	0.342	0.462	0.722	0.964
7555	525	0.328	0.311	0.309	0.446	0.628	0.845
9100	25	0.375	0.298	0.381	0.349	0.665	0.99
9100	75	0.346	0.289	0.32	0.312	0.61	0.841
9100	125	0.382	0.326	0.386	0.422	0.655	0.928
9100	175	0.329	0.325	0.34	0.514	0.706	0.932
9100	225	0.3	0.294	0.293	0.403	0.686	0.899
9100	275	0.325	0.315	0.315	0.459	0.652	0.877
9100	325	0.313	0.278	0.315	0.407	0.704	0.975
9100	375	0.367	0.316	0.406	0.516	0.701	0.979
9100	425	0.336	0.314	0.318	0.424	0.636	0.833
9100	475	0.413	0.356	0.425	0.525	0.614	0.838
9100	525	0.338	0.317	0.357	0.495	0.694	0.933
4519	25	0.339	0.315	0.368	0.445	0.78	1.052
4519	75	0.342	0.286	0.284	0.336	0.564	0.748
4519	125	0.393	0.345	0.367	0.441	0.589	0.808
4519	175	0.345	0.327	0.371	0.495	0.711	0.918
4519	225	0.389	0.337	0.368	0.449	0.593	0.836
4519	275	0.396	0.354	0.408	0.509	0.641	0.869
4519	325	0.297	0.28	0.325	0.435	0.797	1.039
4519	375	0.304	0.266	0.28	0.362	0.644	0.889
4519	425	0.33	0.295	0.32	0.425	0.666	0.905
4519	475	0.357	0.325	0.381	0.48	0.702	0.956
4519	525	0.37	0.317	0.351	0.433	0.599	0.853
6146	25	0.476	0.364	0.541	0.464	0.587	0.852
6146	75	0.286	0.283	0.249	0.296	0.666	0.895
6146	125	0.294	0.271	0.342	0.434	0.841	1.117
6146	175	0.38	0.33	0.342	0.42	0.59	0.823
6146	225	0.294	0.282	0.31	0.41	0.753	1.047
6146	275	0.351	0.292	0.369	0.418	0.702	0.953
6146	325	0.35	0.305	0.376	0.47	0.704	0.944
6146	375	0.345	0.305	0.351	0.439	0.676	0.928
6146	425	0.349	0.301	0.339	0.429	0.635	0.878
6146	475	0.379	0.331	0.369	0.481	0.608	0.846
6146	525	0.331	0.309	0.342	0.482	0.7	0.935
2629	25	0.473	0.397	0.46	0.435	0.553	0.735
2629	75	0.433	0.378	0.372	0.412	0.514	0.743
2629	125	0.371	0.346	0.367	0.452	0.638	0.843
2629	175	0.289	0.241	0.275	0.337	0.707	1.011
2629	225	0.347	0.299	0.337	0.412	0.651	0.901
2629	275	0.384	0.321	0.35	0.41	0.572	0.788
2629	325	0.31	0.279	0.296	0.419	0.687	0.942
2629	375	0.362	0.323	0.399	0.496	0.718	0.979
2629	425	0.299	0.284	0.273	0.38	0.641	0.863
2629	475	0.324	0.292	0.328	0.425	0.684	0.97
2629	525	0.362	0.326	0.36	0.457	0.638	0.866
2034	25	0.48	0.438	0.305	0.403	0.341	0.505
2034	75	0.456	0.384	0.468	0.5	0.573	0.812
2034	125	0.38	0.314	0.325	0.408	0.559	0.801
2034	175	0.31	0.277	0.327	0.42	0.737	1.03
2034	225	0.385	0.324	0.388	0.491	0.631	0.884
2034	275	0.361	0.31	0.358	0.429	0.657	0.912
2034	325	0.361	0.327	0.363	0.458	0.67	0.901
2034	375	0.316	0.299	0.302	0.412	0.674	0.888
2034	425	0.344	0.314	0.356	0.485	0.671	0.91
2034	475	0.307	0.282	0.322	0.411	0.733	0.994
2034	525	0.3	0.273	0.309	0.411	0.73	1.004
2960	25	0.264	0.31	0.179	0.29	0.512	0.688
2960	75	0.254	0.243	0.309	0.366	0.946	1.226
2960	125	0.28	0.277	0.247	0.325	0.666	0.895
2960	175	0.326	0.294	0.299	0.41	0.647	0.899
2960	225	0.372	0.343	0.402	0.551	0.677	0.937
2960	275	0.343	0.312	0.362	0.449	0.677	0.92
2960	325	0.367	0.342	0.354	0.449	0.616	0.853
2960	375	0.367	0.307	0.365	0.424	0.651	0.906
2960	425	0.339	0.309	0.333	0.454	0.663	0.891
2960	475	0.344	0.299	0.329	0.414	0.654	0.935
2960	525	0.364	0.321	0.359	0.479	0.645	0.909
93	25	0.441	0.375	0.372	0.383	0.502	0.692
93	75	0.177	0.178	0.162	0.191	0.787	0.992
93	125	0.326	0.282	0.369	0.416	0.775	1.025
93	175	0.336	0.303	0.318	0.412	0.631	0.857
93	225	0.32	0.277	0.295	0.369	0.64	0.891
93	275	0.4	0.346	0.378	0.475	0.587	0.807
93	325	0.318	0.283	0.335	0.428	0.754	1.045
93	375	0.359	0.322	0.392	0.505	0.708	0.958
93	425	0.32	0.292	0.31	0.413	0.672	0.928
93	475	0.329	0.297	0.353	0.481	0.727	0.997
93	525	0.387	0.336	0.423	0.523	0.674	0.948
9876	25	0.471	0.347	0.453	0.338	0.524	0.692
9876	75	0.331	0.3	0.353	0.427	0.722	0.992
9876	125	0.413	0.349	0.401	0.481	0.574	0.877
9876	175	0.322	0.304	0.295	0.403	0.643	0.888
9876	225	0.283	0.277	0.328	0.433	0.85	1.079
9876	275	0.344	0.299	0.296	0.381	0.582	0.849
9876	325	0.38	0.342	0.408	0.541	0.68	0.916
9876	375	0.345	0.311	0.336	0.444	0.64	0.847
9876	425	0.371	0.321	0.354	0.449	0.596	0.871
9876	475	0.358	0.312	0.36	0.456	0.647	0.879
9876	525	0.361	0.309	0.383	0.452	0.706	0.973
6481	25	0.354	0.281	0.287	0.291	0.558	0.726
6481	75	0.463	0.404	0.409	0.481	0.487	0.686
6481	125	0.283	0.252	0.318	0.386	0.829	1.169
6481	175	0.393	0.343	0.385	0.486	0.602	0.879
6481	225	0.356	0.302	0.353	0.425	0.65	0.896
6481	275	0.364	0.313	0.361	0.456	0.648	0.913
6481	325	0.388	0.33	0.44	0.499	0.705	0.953
6481	375	0.342	0.324	0.326	0.452	0.631	0.873
6481	425	0.348	0.302	0.352	0.438	0.68	0.952
6481	475	0.358	0.321	0.368	0.489	0.677	0.93
6481	525	0.335	0.306	0.343	0.434	0.688	0.938
2419	25	0.338	0.304	0.254	0.323	0.529	0.713
2419	75	0.265	0.284	0.3	0.44	0.84	1.116
2419	125	0.352	0.317	0.402	0.523	0.762	1.053
2419	175	0.248	0.248	0.237	0.335	0.743	0.955
2419	225	0.355	0.305	0.359	0.409	0.682	0.94
2419	275	0.37	0.321	0.362	0.455	0.622	0.827
2419	325	0.369	0.314	0.344	0.426	0.613	0.892
2419	375	0.338	0.307	0.361	0.477	0.705	0.951
2419	425	0.365	0.323	0.382	0.478	0.668	0.897
2419	475	0.343	0.299	0.34	0.422	0.657	0.913
2419	525	0.343	0.303	0.311	0.402	0.602	0.842
9276	25	0.264	0.224	0.202	0.194	0.595	0.836
9276	75	0.36	0.337	0.389	0.439	0.702	0.923
9276	125	0.309	0.284	0.272	0.359	0.614	0.846
9276	175	0.307	0.288	0.305	0.428	0.697	0.976
9276	225	0.347	0.3	0.347	0.422	0.655	0.93
9276	275	0.302	0.289	0.312	0.431	0.732	0.977
9276	325	0.362	0.326	0.37	0.485	0.665	0.895
9276	375	0.34	0.31	0.344	0.465	0.677	0.922
9276	425	0.295	0.269	0.267	0.358	0.65	0.897
9276	475	0.377	0.317	0.354	0.452	0.6	0.864
9276	525	0.327	0.298	0.321	0.455	0.667	0.916
2664	25	0.527	0.446	0.6	0.628	0.552	0.773
2664	75	0.388	0.335	0.418	0.413	0.679	0.881
2664	125	0.323	0.309	0.355	0.486	0.751	0.989
2664	175	0.327	0.286	0.312	0.408	0.649	0.912
2664	225	0.337	0.317	0.374	0.451	0.749	0.97
2664	275	0.303	0.274	0.311	0.396	0.72	0.958
2664	325	0.356	0.301	0.378	0.442	0.703	0.959
2664	375	0.329	0.299	0.359	0.452	0.751	1.038
2664	425	0.301	0.284	0.302	0.425	0.702	0.954
2664	475	0.372	0.324	0.359	0.468	0.613	0.867
2664	525	0.285	0.259	0.271	0.374	0.7	0.966
3157	25	0.368	0.284	0.388	0.334	0.691	0.964
3157	75	0.398	0.343	0.345	0.399	0.536	0.777
3157	125	0.354	0.283	0.299	0.307	0.567	0.818
3157	175	0.341	0.303	0.365	0.45	0.722	1.022
3157	225	0.338	0.317	0.318	0.429	0.625	0.827
3157	275	0.329	0.314	0.306	0.41	0.645	0.861
3157	325	0.339	0.301	0.36	0.447	0.72	0.956
3157	375	0.35	0.309	0.361	0.458	0.685	0.956
3157	425	0.336	0.313	0.333	0.438	0.679	0.921
3157	475	0.329	0.3	0.306	0.412	0.626	0.849
3157	525	0.367	0.324	0.357	0.473	0.611	0.842
2737	25	0.343	0.314	0.223	0.3	0.447	0.608
2737	75	0.412	0.349	0.521	0.55	0.755	1.022
2737	125	0.371	0.333	0.364	0.488	0.623	0.877
2737	175	0.334	0.298	0.342	0.42	0.728	0.963
2737	225	0.336	0.295	0.328	0.436	0.672	0.932
2737	275	0.34	0.32	0.343	0.448	0.675	0.877
2737	325	0.32	0.291	0.299	0.383	0.654	0.893
2737	375	0.377	0.322	0.373	0.451	0.628	0.875
2737	425	0.383	0.34	0.384	0.507	0.628	0.851
2737	475	0.295	0.27	0.301	0.394	0.72	0.968
2737	525	0.388	0.335	0.397	0.52	0.638	0.886
429	25	0.268	0.219	0.148	0.157	0.43	0.62
429	75	0.321	0.265	0.309	0.295	0.687	0.902
429	125	0.424	0.328	0.414	0.419	0.596	0.915
429	175	0.384	0.321	0.331	0.374	0.531	0.732
429	225	0.336	0.282	0.326	0.391	0.629	0.863
429	275	0.348	0.306	0.312	0.384	0.606	0.84
429	325	0.351	0.306	0.358	0.443	0.683	0.947
429	375	0.326	0.286	0.31	0.415	0.659	0.915
