con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	0.084	0.043
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	0.055	0.023
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.036	0.013
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.025	0.009
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.021	0.009
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	0.01	0.042
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	0.01	0.038
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	0.011	0.033
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	0.015	0.029
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	0.019	0.025
