con	fwhm	motion	model	jaccard	spearman	run1_icc_cohensd	run2_icc_cohensd
Sgain-Neut	4.8	opt4	CueMod	0.08284463533493021	0.5111926859414396	0.0949735752202053	0.08353767380633229
Sgain-Neut	4.8	opt4	AntMod	0.06549782624189296	0.5314597684113104	0.06304915375245788	0.06397791520792412
Sgain-Neut	4.8	opt4	FixMod	0.02602926165362368	0.47054309904370095	0.008438135018920713	0.056121287088677425
Sgain-Neut	6.0	opt1	CueMod	0.05092352839634041	0.5082516612921151	0.02792248753342247	-0.010697609414030917
Sgain-Neut	6.0	opt1	AntMod	0.03029758158770116	0.5265408540748601	0.008449318551342157	0.05928097368796165
Sgain-Neut	6.0	opt1	FixMod	0.01372480889506602	0.44224971097770155	-0.017619531928695174	0.08767500945232462
Sgain-Neut	6.0	opt2	CueMod	0.10387017837594179	0.6075250425768687	0.03469905581891097	0.05959915170543943
Sgain-Neut	6.0	opt2	AntMod	0.07558644656820157	0.6163930135494479	-0.037474982502217195	0.040993213620302074
Sgain-Neut	6.0	opt2	FixMod	0.042774961553796204	0.502155230858989	-0.06732591872658256	0.024880490226202704
Sgain-Neut	6.0	opt3	CueMod	0.09135336258121841	0.606550705689377	0.08166876939641649	0.12245128916575267
Sgain-Neut	6.0	opt3	AntMod	0.06429510043176272	0.6102808830633996	0.03207902200137892	0.10687695311692826
Sgain-Neut	6.0	opt3	FixMod	0.02510195875696479	0.5375150216200493	-0.047426036663961404	0.07490889514962014
Sgain-Neut	6.0	opt4	CueMod	0.0917710802573654	0.58354281931171	0.09937176538635867	0.08285628314821127
Sgain-Neut	6.0	opt4	AntMod	0.07435230665510932	0.6048035214973433	0.05254842909516338	0.04899049667542377
Sgain-Neut	6.0	opt4	FixMod	0.028836195148541837	0.5433981635377456	-0.013136309319106785	0.045233203740169224
Sgain-Neut	7.2	opt1	CueMod	0.04848571022323333	0.5556282476486983	0.008086235045654668	-0.03522557405734008
Sgain-Neut	7.2	opt1	AntMod	0.026652963343610826	0.5638446646594121	-0.012436766362695216	0.04710352595128353
Sgain-Neut	7.2	opt1	FixMod	0.011009054784704578	0.46342185507460937	-0.03200971809289281	0.09134335111362571
Sgain-Neut	7.2	opt2	CueMod	0.10417274584184417	0.6590078704814346	0.02432725392440481	0.04509864576671405
Sgain-Neut	7.2	opt2	AntMod	0.08300235610905418	0.65670047666187	-0.05216259718199296	0.02800235607181574
Sgain-Neut	7.2	opt2	FixMod	0.05148345610679256	0.5261074746111392	-0.07335030416961179	0.022346428300448497
Sgain-Neut	7.2	opt3	CueMod	0.09394160270977146	0.6615081811353678	0.09119164262688015	0.1355018837062239
Sgain-Neut	7.2	opt3	AntMod	0.06947054860101422	0.6606177792155974	0.032914454543254985	0.11393058579213558
Sgain-Neut	7.2	opt3	FixMod	0.02470159151193634	0.5846337470158263	-0.0651320618553192	0.08011710883648893
Sgain-Neut	7.2	opt4	CueMod	0.09592834580935485	0.6384499533460973	0.10153251694913183	0.0809381487521998
Sgain-Neut	7.2	opt4	AntMod	0.08009980833905905	0.6587244917861393	0.040725463110514976	0.03382898371751941
Sgain-Neut	7.2	opt4	FixMod	0.03227804009598266	0.5986706994249528	-0.03311414383029123	0.03653849192073339
Sgain-Neut	8.4	opt1	CueMod	0.040558430617402816	0.5935412192418258	-0.013200699497852327	-0.05571670653255441
Sgain-Neut	8.4	opt1	AntMod	0.023523438822135725	0.5905761676567932	-0.03282619381447628	0.037022064577326805
Sgain-Neut	8.4	opt1	FixMod	0.007473382473382474	0.47502860087190824	-0.043140161896873905	0.09647252857088784
Sgain-Neut	8.4	opt2	CueMod	0.0954395139583173	0.6968423835291043	0.012677677891529007	0.03298048028577698
Sgain-Neut	8.4	opt2	AntMod	0.08708471542147107	0.6832509538162447	-0.06518232731937962	0.018381116408713264
Sgain-Neut	8.4	opt2	FixMod	0.05907686546203538	0.5390528983624765	-0.07700104065179186	0.023481897288156015
Sgain-Neut	8.4	opt3	CueMod	0.09150303839263761	0.7014532661141077	0.0997239055443493	0.1488629401667447
Sgain-Neut	8.4	opt3	AntMod	0.06810237907317622	0.694710981870096	0.03399598633241995	0.12309507132447098
Sgain-Neut	8.4	opt3	FixMod	0.02357074417119131	0.6159612242608942	-0.07862716881336736	0.08874968451345114
Sgain-Neut	8.4	opt4	CueMod	0.0921093777144644	0.6785701351998289	0.10213509587905885	0.08045855592976643
Sgain-Neut	8.4	opt4	AntMod	0.08119793618309169	0.6969023615734619	0.029783473150207726	0.02202269210919007
Sgain-Neut	8.4	opt4	FixMod	0.03227711661695656	0.6391241199013283	-0.04788450568026628	0.030749694470694085
Lgain-Base	3.6	opt1	CueMod	0.1795783591567183	0.7675382145366189	-0.40690226914712685	-0.4394024400254004
Lgain-Base	3.6	opt1	AntMod	0.008274409508048744	0.60437098426179	-0.09408763095664838	-0.13380498693403392
Lgain-Base	3.6	opt1	FixMod	0.15047423737503207	0.7895501769646289	0.19063383991092392	0.13975885992552667
Lgain-Base	3.6	opt2	CueMod	0.16469691193290126	0.7811525135242607	-0.42740633949520446	-0.4684577061746387
Lgain-Base	3.6	opt2	AntMod	0.012305435579822345	0.6616095778671579	-0.1280442250432184	-0.15469262154613284
Lgain-Base	3.6	opt2	FixMod	0.138056031696968	0.8090442983587515	0.21575661053213896	0.17735114201911273
Lgain-Base	3.6	opt3	CueMod	0.137430644472898	0.7954600003498532	-0.4252452720559274	-0.43454687490866206
Lgain-Base	3.6	opt3	AntMod	0.03714377201408901	0.6620481423200728	-0.19167228605565534	-0.18902010233554398
Lgain-Base	3.6	opt3	FixMod	0.17288107920569806	0.760622612455904	0.09148533580018141	0.05721425358650038
Lgain-Base	3.6	opt4	CueMod	0.14943306820104926	0.8029505574935968	-0.4263147609378756	-0.4235335493486563
Lgain-Base	3.6	opt4	AntMod	0.042383860818064036	0.6723320789832151	-0.18875720397553383	-0.17689454838679575
Lgain-Base	3.6	opt4	FixMod	0.2008517887563884	0.7689985161561522	0.11692824357134234	0.06960222182157348
Lgain-Base	4.8	opt1	CueMod	0.22189781021897811	0.789108519177747	-0.3897816663353566	-0.4335291803625811
Lgain-Base	4.8	opt1	AntMod	0.009971194327498338	0.6419405458065136	-0.09972041152734983	-0.15702759938593785
Lgain-Base	4.8	opt1	FixMod	0.17698982083161174	0.8265972708398392	0.1459961513394123	0.10516997398543863
Lgain-Base	4.8	opt2	CueMod	0.2200836820083682	0.7964413584284564	-0.4051569459976043	-0.4604745692332226
Lgain-Base	4.8	opt2	AntMod	0.014854863261771037	0.714291129354302	-0.18085287606811498	-0.19176666983952356
Lgain-Base	4.8	opt2	FixMod	0.17016334426278484	0.8421771181127942	0.1459596205890537	0.12462980120661016
Lgain-Base	4.8	opt3	CueMod	0.17356538099717778	0.8278232080422403	-0.4222914300448474	-0.42998992635616445
Lgain-Base	4.8	opt3	AntMod	0.04604416278839489	0.7099587607020217	-0.23422147476431834	-0.21299071955756074
Lgain-Base	4.8	opt3	FixMod	0.20186591054605324	0.8013933216038012	0.029663731069193892	0.006448569917709678
Lgain-Base	4.8	opt4	CueMod	0.1819149602354562	0.8340885392675291	-0.421308959450611	-0.41237396554486916
Lgain-Base	4.8	opt4	AntMod	0.05931251404178836	0.7219337764326241	-0.23378386732479967	-0.1996989875462159
Lgain-Base	4.8	opt4	FixMod	0.23130594010955183	0.8097102587139993	0.06170184692505392	0.022596203537812835
Lgain-Base	6.0	opt1	CueMod	0.24575242718446602	0.8045662954791281	-0.3720994615068648	-0.4211808720902413
Lgain-Base	6.0	opt1	AntMod	0.009490940465918895	0.6653786981545431	-0.10058717986228924	-0.17356582124071998
Lgain-Base	6.0	opt1	FixMod	0.20237698015475794	0.8505184471321745	0.09741129455366651	0.06950235367616739
Lgain-Base	6.0	opt2	CueMod	0.25278070483549936	0.8043657773708249	-0.3824856891435386	-0.44609619727663324
Lgain-Base	6.0	opt2	AntMod	0.015263136472790916	0.747064640362142	-0.22509771794579755	-0.22300470402115166
Lgain-Base	6.0	opt2	FixMod	0.19691674433053746	0.8618054669396282	0.07151004739120437	0.06943060002283757
Lgain-Base	6.0	opt3	CueMod	0.194316537297724	0.8470897347466911	-0.4187156794896482	-0.4180428740825897
Lgain-Base	6.0	opt3	AntMod	0.047458815282159124	0.7396427668680258	-0.27312044709872796	-0.233330609765967
Lgain-Base	6.0	opt3	FixMod	0.22561463122126724	0.8271273430231513	-0.03850678491273137	-0.04711532897242754
Lgain-Base	6.0	opt4	CueMod	0.19552083333333334	0.8510855435036422	-0.41535979625765257	-0.3957341669124819
Lgain-Base	6.0	opt4	AntMod	0.06605850896508336	0.751990142419193	-0.2802350844986526	-0.22195751304341818
Lgain-Base	6.0	opt4	FixMod	0.25660445174706686	0.8354561178425609	0.0014039944052386794	-0.025576866278441187
Lgain-Base	7.2	opt1	CueMod	0.262826652072787	0.8163099601053653	-0.35964339826461017	-0.4102392892476016
Lgain-Base	7.2	opt1	AntMod	0.009388387567222678	0.6797985922175266	-0.09735745830137046	-0.18597366039188054
Lgain-Base	7.2	opt1	FixMod	0.22540636640704367	0.8670737743624228	0.052419700245621724	0.037689157686760635
Lgain-Base	7.2	opt2	CueMod	0.28514143275170695	0.8093938743028184	-0.366310618608685	-0.4324885926416036
Lgain-Base	7.2	opt2	AntMod	0.014011595803423522	0.7673626902145806	-0.25729966994731146	-0.25045117820005697
Lgain-Base	7.2	opt2	FixMod	0.22337789236374767	0.8740914302249354	0.0024451324853209046	0.019444249334922666
Lgain-Base	7.2	opt3	CueMod	0.21157756249252485	0.858442467191672	-0.4173320492837404	-0.4055536606889029
Lgain-Base	7.2	opt3	AntMod	0.045640855212141354	0.7584471366814028	-0.3041537357630463	-0.25337398663490035
Lgain-Base	7.2	opt3	FixMod	0.24442028591618195	0.8444662649787142	-0.10385406305337865	-0.09709684622776485
Lgain-Base	7.2	opt4	CueMod	0.19966629588431592	0.8594164392854922	-0.41165361392603705	-0.37946954326215443
Lgain-Base	7.2	opt4	AntMod	0.06582155046318869	0.7703408086190945	-0.32090744868391363	-0.24477891364831098
Lgain-Base	7.2	opt4	FixMod	0.27795712091190417	0.8526036222413615	-0.056838365652980026	-0.07087329395020742
Lgain-Base	8.4	opt1	CueMod	0.27184466019417475	0.825298787019414	-0.35188395945420786	-0.401770977508436
Lgain-Base	8.4	opt1	AntMod	0.009147186547168068	0.6882190658177472	-0.0924537020785291	-0.19600576088630323
Lgain-Base	8.4	opt1	FixMod	0.24437355100775593	0.8792340341475711	0.014768838464357923	0.01147721199082875
Lgain-Base	8.4	opt2	CueMod	0.31233540503528917	0.8135855754946227	-0.3582648389712103	-0.4216947274037069
Lgain-Base	8.4	opt2	AntMod	0.012121772924956047	0.7806598691162221	-0.27829744918846033	-0.2748062872014507
Lgain-Base	8.4	opt2	FixMod	0.24308847842510375	0.8825032482927561	-0.05661982438603622	-0.0224258438295723
Lgain-Base	8.4	opt3	CueMod	0.21974775593682536	0.8649867269271043	-0.4184588473192527	-0.394915728506543
Lgain-Base	8.4	opt3	AntMod	0.039666743809303406	0.7715907552384522	-0.3260376030325945	-0.273206031913167
Lgain-Base	8.4	opt3	FixMod	0.2530775473487626	0.8571165677581473	-0.16156515593701634	-0.14060383506785357
Lgain-Base	8.4	opt4	CueMod	0.20549503434396468	0.8629314430233639	-0.4107001870419535	-0.3654808008039276
Lgain-Base	8.4	opt4	AntMod	0.06300385109114248	0.7823587869371916	-0.35188202262944707	-0.2665144024858991
Lgain-Base	8.4	opt4	FixMod	0.28950912228550907	0.8649133357042156	-0.10927099497329101	-0.11092020137696892
Sgain-Base	3.6	opt1	CueMod	0.2255700325732899	0.8075751211724521	-0.3790493324100453	-0.4302636831687928
Sgain-Base	3.6	opt1	AntMod	0.013493253373313344	0.6133344149435777	-0.10003244473829562	-0.13168456333269646
Sgain-Base	3.6	opt1	FixMod	0.12024482509457218	0.7562815728310156	0.21463944357284892	0.1576081724739583
Sgain-Base	3.6	opt2	CueMod	0.24491413474240423	0.8111951481983735	-0.41220591555294306	-0.46616317481774006
Sgain-Base	3.6	opt2	AntMod	0.013443072702331962	0.6707128889903812	-0.17146762494504478	-0.19244242742476741
Sgain-Base	3.6	opt2	FixMod	0.113095659311887	0.7936351638785505	0.19264498651655906	0.15024624580188745
Sgain-Base	3.6	opt3	CueMod	0.18348750517741266	0.8271116606554116	-0.365617726852218	-0.4130908509260893
Sgain-Base	3.6	opt3	AntMod	0.042690815006468305	0.6509890696083472	-0.1949121133952572	-0.22514108855957554
Sgain-Base	3.6	opt3	FixMod	0.11941612472666345	0.717787437023896	0.13636490170036145	0.07827004540831856
Sgain-Base	3.6	opt4	CueMod	0.20207253886010365	0.8351357701636851	-0.3598335398187792	-0.38799447435737033
Sgain-Base	3.6	opt4	AntMod	0.03793103448275863	0.6598472826747519	-0.19507975651560652	-0.2083426715269831
Sgain-Base	3.6	opt4	FixMod	0.1410853730559748	0.7222168067677812	0.14165490289635208	0.080609581846814
Sgain-Base	4.8	opt1	CueMod	0.3116757799935671	0.8268755842000692	-0.3506626504880153	-0.42095324039121096
Sgain-Base	4.8	opt1	AntMod	0.017278617710583154	0.6575309232300582	-0.0960560899699153	-0.15418885065265747
Sgain-Base	4.8	opt1	FixMod	0.13615456796960326	0.794218910116188	0.2044361560942411	0.14301420335491075
Sgain-Base	4.8	opt2	CueMod	0.32622187742436	0.825543196554906	-0.3611607332594291	-0.4388613887721023
Sgain-Base	4.8	opt2	AntMod	0.014094558429973238	0.7283856778906258	-0.22356862848661438	-0.22813312410684644
Sgain-Base	4.8	opt2	FixMod	0.13126347473779593	0.8301005352201946	0.15060549753403596	0.11494227164303093
Sgain-Base	4.8	opt3	CueMod	0.2285361334156887	0.8558779955306554	-0.33463575577981897	-0.38704345185228106
Sgain-Base	4.8	opt3	AntMod	0.041830708661417325	0.706264171418316	-0.22942102262018693	-0.2387632146593503
Sgain-Base	4.8	opt3	FixMod	0.13724693889983147	0.7656024954999001	0.1077876071898774	0.055326334650480924
Sgain-Base	4.8	opt4	CueMod	0.2559112404510731	0.8640450683347738	-0.32550822486398256	-0.35549817768132697
Sgain-Base	4.8	opt4	AntMod	0.04509283819628647	0.7141054816819838	-0.2214024523248221	-0.21939727974145443
Sgain-Base	4.8	opt4	FixMod	0.159034293297325	0.7695914172886588	0.12274221695597348	0.06517947313243044
Sgain-Base	6.0	opt1	CueMod	0.3536685902720528	0.838185858879543	-0.3243757795973331	-0.4059294817456034
Sgain-Base	6.0	opt1	AntMod	0.014993184915947297	0.6844121399476929	-0.09046365243947423	-0.17149521799219564
Sgain-Base	6.0	opt1	FixMod	0.14787651373017224	0.8163411691934421	0.18373992663002328	0.12402528067811577
Sgain-Base	6.0	opt2	CueMod	0.38041680449884224	0.8330951096015295	-0.3078314920271947	-0.40396191968228595
Sgain-Base	6.0	opt2	AntMod	0.014905149051490513	0.7632921024500094	-0.2680664134556312	-0.25891185134483063
Sgain-Base	6.0	opt2	FixMod	0.14678220976169234	0.8492052845372795	0.10377167317470791	0.07521022787685432
Sgain-Base	6.0	opt3	CueMod	0.25972771190162497	0.8717317965009964	-0.30153998361361406	-0.35376598166025425
Sgain-Base	6.0	opt3	AntMod	0.04413078434875826	0.741044264372794	-0.2641627560766651	-0.24874556754704613
Sgain-Base	6.0	opt3	FixMod	0.14502901842038857	0.7956296800421927	0.07470578472830083	0.029266527707361344
Sgain-Base	6.0	opt4	CueMod	0.2947484623876361	0.8802922869759086	-0.28946466411315963	-0.31662407930024683
Sgain-Base	6.0	opt4	AntMod	0.04931058658565085	0.7477667706807343	-0.24990573350894413	-0.22888835557219572
Sgain-Base	6.0	opt4	FixMod	0.16970420192377234	0.7989561322938069	0.09946371637570729	0.047948239519324934
Sgain-Base	7.2	opt1	CueMod	0.38345486547648977	0.8444738965617224	-0.3038829479014005	-0.39224615021824705
Sgain-Base	7.2	opt1	AntMod	0.01179245283018868	0.6998693931428933	-0.08619789849769854	-0.1847360915776424
Sgain-Base	7.2	opt1	FixMod	0.1572041068443946	0.8293968254203622	0.1601964402966568	0.10585277922153725
Sgain-Base	7.2	opt2	CueMod	0.41484315225707724	0.8372843623256732	-0.26108847286981673	-0.3685872732119988
Sgain-Base	7.2	opt2	AntMod	0.014432513566562753	0.7839948876014828	-0.3014585867571183	-0.285218865608435
Sgain-Base	7.2	opt2	FixMod	0.16046848230637445	0.8585375322735318	0.062284363242598034	0.040190884215698046
Sgain-Base	7.2	opt3	CueMod	0.284429178933595	0.8805032241954882	-0.27241047301298793	-0.3215432829686063
Sgain-Base	7.2	opt3	AntMod	0.03963239517518668	0.7624789557575247	-0.29532100006035633	-0.25949065085351153
Sgain-Base	7.2	opt3	FixMod	0.14884531247953262	0.814119832544593	0.04375374318558603	0.004794337039340567
Sgain-Base	7.2	opt4	CueMod	0.3117969426016729	0.8893726626368682	-0.25884333311831514	-0.28029115987127096
Sgain-Base	7.2	opt4	AntMod	0.045471627207816605	0.7681855265228914	-0.27853262212927365	-0.24127290664088039
Sgain-Base	7.2	opt4	FixMod	0.17253795835083718	0.8168808853790751	0.0767766523354933	0.03143098771226506
Sgain-Base	8.4	opt1	CueMod	0.4141267537493952	0.8479113260942068	-0.290055303086192	-0.38337028593246947
Sgain-Base	8.4	opt1	AntMod	0.008598130841121494	0.7078894628176432	-0.08499283379410703	-0.19679561336559206
Sgain-Base	8.4	opt1	FixMod	0.16384803246479002	0.8374276851731705	0.13885421238778262	0.08985401915243274
Sgain-Base	8.4	opt2	CueMod	0.45570939407473576	0.8404728414323442	-0.22325166056661333	-0.33630774602421915
Sgain-Base	8.4	opt2	AntMod	0.01222854733291166	0.796800881701996	-0.32588942343235483	-0.3081931352522817
Sgain-Base	8.4	opt2	FixMod	0.1711757540059705	0.8625564859412237	0.029988636981464586	0.01236212114946906
Sgain-Base	8.4	opt3	CueMod	0.29950280167311183	0.885497248590692	-0.2494360684653469	-0.2950540118534839
Sgain-Base	8.4	opt3	AntMod	0.030497592295345103	0.7762377023669635	-0.3203673807689029	-0.2716105658709982
Sgain-Base	8.4	opt3	FixMod	0.14975016865045335	0.8254928708582647	0.01807442461275049	-0.016410482026234567
Sgain-Base	8.4	opt4	CueMod	0.3296603668317177	0.8946309753442623	-0.23544126558150755	-0.2504597993188585
