con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-8.4	0.091	-0.059
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-3.6	0.048	-0.048
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-4.8	0.036	-0.103
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-6.0	0.02	-0.147
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-7.2	0.0	-0.157
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-8.4	-0.015	-0.139
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-3.6	0.022	-0.049
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-4.8	0.009	-0.088
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-6.0	-0.003	-0.107
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-7.2	-0.012	-0.095
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-8.4	-0.013	-0.063
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-3.6	0.036	-0.022
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-4.8	0.019	-0.067
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-6.0	0.001	-0.115
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-7.2	-0.017	-0.141
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-8.4	-0.029	-0.142
