con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-8.4	0.066	0.038
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-3.6	-0.009	-0.012
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-4.8	-0.012	0.004
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-6.0	-0.013	0.014
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-7.2	-0.009	0.018
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-8.4	-0.005	0.021
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-3.6	0.151	0.202
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-4.8	0.115	0.184
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-6.0	0.088	0.156
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-7.2	0.066	0.127
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-8.4	0.049	0.101
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-3.6	0.562	0.216
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-4.8	0.416	0.19
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-6.0	0.312	0.175
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-7.2	0.238	0.17
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-8.4	0.185	0.168
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-3.6	0.36	0.427
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-4.8	0.327	0.406
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-6.0	0.306	0.385
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-7.2	0.292	0.362
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-8.4	0.283	0.342
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-3.6	0.173	0.231
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-4.8	0.148	0.233
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-6.0	0.123	0.215
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-7.2	0.102	0.189
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-8.4	0.087	0.164
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-3.6	0.24	0.099
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-4.8	0.19	0.093
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-6.0	0.149	0.082
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-7.2	0.119	0.073
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-8.4	0.098	0.067
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-3.6	0.178	0.264
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-4.8	0.158	0.25
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-6.0	0.143	0.233
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.133	0.212
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.126	0.192
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.099	0.041
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.094	0.04
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.086	0.039
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.077	0.039
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.07	0.039
