con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-4.8	0.428	0.416
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-6.0	0.3	0.287
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-7.2	0.227	0.215
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-8.4	0.181	0.17
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-3.6	0.528	0.539
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-4.8	0.316	0.327
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-6.0	0.216	0.224
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-7.2	0.161	0.168
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-8.4	0.129	0.135
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-3.6	0.175	0.176
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-4.8	0.105	0.108
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-6.0	0.071	0.075
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-7.2	0.054	0.056
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-8.4	0.043	0.045
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-3.6	0.675	0.631
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-4.8	0.41	0.386
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-6.0	0.282	0.265
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-7.2	0.212	0.198
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-8.4	0.169	0.157
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-3.6	0.54	0.534
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-4.8	0.318	0.326
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-6.0	0.215	0.226
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-7.2	0.16	0.171
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-8.4	0.127	0.138
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-3.6	1.913	1.621
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-4.8	1.248	1.071
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-6.0	0.886	0.76
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-7.2	0.672	0.579
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-8.4	0.539	0.471
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-3.6	2.781	2.303
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-4.8	1.858	1.587
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-6.0	1.352	1.181
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-7.2	1.049	0.939
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-8.4	0.854	0.785
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-3.6	1.924	1.665
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-4.8	1.227	1.106
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-6.0	0.874	0.804
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-7.2	0.676	0.631
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-8.4	0.556	0.528
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-3.6	1.258	1.201
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-4.8	0.798	0.767
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-6.0	0.546	0.533
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-7.2	0.399	0.397
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-8.4	0.31	0.312
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-3.6	1.984	1.529
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-4.8	1.276	0.983
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-6.0	0.891	0.701
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-7.2	0.664	0.539
