con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-8.4	-0.048	0.078
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-3.6	0.023	0.035
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-4.8	0.017	0.032
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-6.0	0.007	0.021
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-7.2	-0.004	0.006
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-8.4	-0.015	-0.013
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-3.6	0.085	0.004
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-4.8	0.071	0.013
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-6.0	0.052	0.028
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-7.2	0.032	0.043
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-8.4	0.014	0.056
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-3.6	0.036	0.076
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-4.8	0.038	0.081
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-6.0	0.043	0.083
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-7.2	0.052	0.083
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-8.4	0.062	0.084
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-3.6	0.081	0.095
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-4.8	0.113	0.145
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-6.0	0.14	0.191
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-7.2	0.159	0.224
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-8.4	0.172	0.243
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-3.6	0.106	0.078
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-4.8	0.129	0.097
