path,DLH,RESEL
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-CueMod_fwhm-6.0_stat-residuals.nii.gz,0.0597111,77.6737
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-CueMod_fwhm-7.2_stat-residuals.nii.gz,0.031944,145.191
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-CueMod_fwhm-8.4_stat-residuals.nii.gz,0.0184294,251.663
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-FixMod_fwhm-3.6_stat-residuals.nii.gz,0.268965,17.2438
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-FixMod_fwhm-4.8_stat-residuals.nii.gz,0.123645,37.5105
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-FixMod_fwhm-6.0_stat-residuals.nii.gz,0.0611331,75.867
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-FixMod_fwhm-7.2_stat-residuals.nii.gz,0.0326971,141.847
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-FixMod_fwhm-8.4_stat-residuals.nii.gz,0.0188453,246.108
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-AntMod_fwhm-3.6_stat-residuals.nii.gz,0.271012,17.1136
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-AntMod_fwhm-4.8_stat-residuals.nii.gz,0.125957,36.8219
