con	motion	model	fwhm	avg_left	avg_right
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-4.8	0.053	0.071
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-6.0	0.073	0.097
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-7.2	0.102	0.118
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-8.4	0.131	0.136
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-3.6	0.084	0.072
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-4.8	0.091	0.085
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-6.0	0.1	0.095
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-7.2	0.114	0.108
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-8.4	0.13	0.124
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-3.6	0.028	0.02
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-4.8	0.038	0.049
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-6.0	0.063	0.085
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.099	0.121
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.134	0.157
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.079	0.026
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.078	0.035
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.078	0.051
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.084	0.075
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.097	0.1
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	0.058	0.052
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	0.066	0.071
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	0.074	0.101
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	0.086	0.135
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.103	0.167
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	0.08	0.012
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-4.8	0.073	0.013
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	0.068	0.019
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	0.07	0.033
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.08	0.051
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	0.087	0.082
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	0.101	0.131
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	0.121	0.186
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	0.147	0.239
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	0.175	0.286
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	0.092	0.13
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	0.114	0.184
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.14	0.241
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.168	0.293
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.195	0.335
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	0.074	0.022
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	0.087	0.057
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	0.105	0.096
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	0.126	0.135
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	0.149	0.17
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-3.6	0.052	0.045
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-4.8	0.092	0.075
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-6.0	0.132	0.104
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-7.2	0.167	0.126
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-8.4	0.192	0.139
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-3.6	0.118	0.044
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-4.8	0.141	0.076
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-6.0	0.16	0.108
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-7.2	0.18	0.136
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-8.4	0.199	0.16
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-3.6	0.043	0.017
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-4.8	0.071	0.02
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-6.0	0.098	0.022
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-7.2	0.125	0.027
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-8.4	0.148	0.033
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-3.6	0.053	0.061
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-4.8	0.078	0.096
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-6.0	0.114	0.126
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-7.2	0.157	0.149
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-8.4	0.2	0.169
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-3.6	0.124	0.111
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-4.8	0.155	0.151
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-6.0	0.182	0.187
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-7.2	0.207	0.217
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-8.4	0.231	0.242
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-3.6	-0.006	0.015
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-4.8	-0.001	0.022
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-6.0	0.015	0.035
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.042	0.054
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.073	0.075
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.047	-0.016
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.062	-0.004
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.08	0.017
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.101	0.038
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.121	0.055
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	0.047	-0.048
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	0.051	-0.053
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	0.058	-0.042
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	0.072	-0.019
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.089	0.005
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	0.04	0.002
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-4.8	0.059	0.028
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	0.082	0.055
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	0.105	0.076
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.124	0.089
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	0.04	-0.018
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	0.054	-0.006
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	0.07	0.012
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	0.086	0.03
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	0.104	0.045
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	0.061	-0.018
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	0.062	-0.017
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.057	-0.007
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.055	0.007
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.059	0.023
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	0.021	-0.019
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	0.041	0.001
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	0.065	0.026
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	0.091	0.048
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	0.115	0.064
